KRAJ;MĚSTO;ORIGINÁLNÍ ZÁZNAM;GPS;PATRO / NÁSTUPIŠTĚ /atd.
Plzeňský kraj;Plzeň;WC (1E). Úřad práce ČR Plzeň, Kaplířova 7, 301 00 Plzeň;"49°43'34.916"", 13°21'46.739""";
Plzeňský kraj;Plzeň;WC (2E). Veřejné WC, Americká třída 855/41A, 301 00 Plzeň;"49°44'36.975"", 13°22'46.101""";
Plzeňský kraj;Plzeň;WC (2E). Veřejné WC, K. Steinera 1758/12 (ul. Terezie Brzkové), 301 00 Plzeň;"49°44'33.856"", 13°19'42.323""";
Plzeňský kraj;Plzeň;WC (2E). Veřejné WC, nám. Milady Horákové, 301 00 Plzeň;"49°43'24.983"", 13°24'0.112""";
Plzeňský kraj;Plzeň;WC (2E). Veřejné WC, Pobřežní ul., 301 00 Plzeň;"49°44'59.522"", 13°22'27.036""";
Plzeňský kraj;Plzeň;WC (1E). Veřejné WC, Pražská 2481/25, 301 00 Plzeň;"49°44'50.319"", 13°22'51.543""";
Plzeňský kraj;Plzeň;WC (1E). Veřejné WC, Škodaland - České údolí, hl. budova, V lukách 2976/34, 301 00 Plzeň;"49°42'55.073"", 13°21'19.257""";hl. budova
Plzeňský kraj;Plzeň;WC (2E). Veřejné WC, U Borského parku, 301 00 Plzeň;"49°43'32.582"", 13°21'59.277""";
Plzeňský kraj;Plzeň;WC (1E). Veřejné WC, Velký Bolevecký rybník - Ostende, 301 00 Plzeň;"49°46'32.068"", 13°24'2.120""";1.5. - 31.10.
Plzeňský kraj;Plzeň;WC (2E). Železniční stanice Plzeň hlavní nádraží, Nádražní 102/9, 326 00 Plzeň;"49°44'36"", 13°23'17.622""";
Plzeňský kraj;Plzeň;WC (1E). Železniční stanice Plzeň zastávka, Přeštická 1761/4, 301 00 Plzeň;"49°44'12.763"", 13°22'30.318""";
Plzeňský kraj;Poběžovice;WC (1E). Železniční stanice Poběžovice, Nádražní 235, 345 22 Poběžovice;"49°30'47.696"", 12°48'41.093""";
Plzeňský kraj;Přeštice;WC (1E). Železniční stanice Přeštice, Máchova 356, 334 01 Přeštice;"49°34'30.635"", 13°19'22.057""";
Plzeňský kraj;Přimda;WC (1E). Infocentrum, nám. Republiky 288, 348 06 Přimda;"49°40'29.515"", 12°40'30.937""";
Plzeňský kraj;Rokycany;WC (1E). Centrum pro zdravotně postižené Rokycany, OD Žďár, Masarykovo náměstí 215, 337 01 Rokycany;"49°44'34.645"", 13°35'39.418""";
Plzeňský kraj;Rokycany;WC (1E). Čerpací stanice Shell Rokycany, Dálnice D5, směr Praha, Jiráskova 262, 337 01 Rokycany - Střed;"49°45'11.893"", 13°35'17.701""";
Plzeňský kraj;Rokycany;WC (1E). Hotel Bílý lev, Malé náměstí 107, 337 01 Rokycany;"49°44'27.909"", 13°35'54.935""";
Plzeňský kraj;Rokycany;WC (2E). Hypermarket Kaufland, Josefa Růžičky 1226, 337 01 Rokycany;"49°44'20.181"", 13°36'0.919""";
Plzeňský kraj;Rokycany;2xPlošina + WC (5E). Městský úřad Rokycany, Masarykovo náměstí 1 - Střed, 337 01 Rokycany;"49°44'31.917"", 13°35'43.99""";
Plzeňský kraj;Rokycany;WC (1E). Sportovní zařízení města Rokycany – koupaliště, Pod Husovými sady 1160, 337 01 Rokycany;"49°44'50.537"", 13°35'56.258""";
Plzeňský kraj;Rokycany;WC (1E). Železniční stanice Rokycany, Nám. 5. května 309, 337 01 Rokycany;"49°44'25.755"", 13°35'31.717""";
Plzeňský kraj;Rozvadov;WC (1E). Intershop, Stará celnice, Rozvadov;"49°40'5.585"", 12°33'6.787""";
Plzeňský kraj;Staňkov;WC (2E). Železniční stanice Staňkov, Nádražní 80, 345 61 Staňkov - Staňkov II;"49°32'52.02"", 13°4'18.196""";
Plzeňský kraj;Starý Plzenec;WC (1E). Centrum služeb pro turisty, Předhradí hradu Radyně, 332 02 Starý Plzenec 197;"49°40'49.969"", 13°27'49.013""";
Plzeňský kraj;Stříbro;WC (1E). Železniční stanice Stříbro, Nádražní 434, 349 01 Stříbro;"49°44'28.932"", 13°0'1.318""";
Plzeňský kraj;Sušice;WC (1E). Hypermarket Tesco, Hrádecká 1310, 342 01 Sušice;"49°14'28.167"", 13°31'19.696""";
Plzeňský kraj;Sušice;WC (1E). Městský úřad Sušice, Náměstí Svobody 138/1, 342 01 Sušice;"49°13'53.197"", 13°31'12.946""";
Plzeňský kraj;Sušice;WC (2E). Železniční stanice Sušice, Nádražní 223, 342 01 Sušice;"49°14'47.534"", 13°32'30.787""";
Plzeňský kraj;Tachov;WC (1E). ČSSZ - OSSZ Tachov, Sadová 1694, 347 01 Tachov;"49°47'54.528"", 12°37'45.339""";
Plzeňský kraj;Tachov;WC (1E). Městský úřad Tachov, Hornická 1695, 347 01 Tachov;"49°47'54.258"", 12°37'48.093""";
Plzeňský kraj;Tachov;WC (1E). Železniční stanice Tachov, Nádražní 609, 347 01 Tachov;"49°48'7.375"", 12°38'18.860""";v provozu od 11/2023
Plzeňský kraj;Velké Hydčice;WC (1E). Železniční stanice Velké Hydčice, Velké Hydčice 35, 341 01 Velké Hydčice;"49°17'54.559"", 13°39'48.809""";
Plzeňský kraj;Železná Ruda;WC (1E). Železniční stanice Železná Ruda - Alžbětín. č.p. 30, 340 04 Železná Ruda;"49°8'10.529"", 13°14'12.700""";
Plzeňský kraj;Železná Ruda;WC (2E). Železniční stanice Železná Ruda - budova zastávky, č.p. 171, 340 04 Železná Ruda;"49°8'35.909"", 13°13'45.725""";budova zastávky
Plzeňský kraj;Žihle;WC (2E). Železniční stanice Žihle, Žihle 126, 331 65 Žihle;"50°2'48.277"", 13°21'47.373""";
Karlovarský kraj;Františkovy Lázně;Plošina + WC přízemí (3E). Městský úřad Františkovy Lázně, Nádražní 208/5, 351 01 Františkovy Lázně;"50°7'23.394"", 12°21'13.784""";
Karlovarský kraj;Františkovy Lázně;WC (1E). Veřejné WC (autobusová zastávka – městské sady), Americká 413/2, 351 01 Františkovy Lázně;"50°7'15.188"", 12°20'57.303""";autobusová zastávka – městské sady
Karlovarský kraj;Františkovy Lázně;WC (1E). Železniční stanice Františkovy Lázně, Nádražní stezka 97/2, 351 01 Františkovy Lázně;"50°07'26.83"", 12°21'18.95""";
Karlovarský kraj;Horní Slavkov;3x Plošina + WC (5E). Městské kulturní středisko, p. o., Dlouhá 717, 357 31 Horní Slavkov;"50°8'16.228"", 12°48'0.245""";
Karlovarský kraj;Cheb;WC (1E). ČSSZ - OSSZ Cheb, Klientské centrum, Obrněné brigády 30, 350 01 Cheb;"50°4'36.837"", 12°22'18.784""";
Karlovarský kraj;Cheb;Plošina (2E). Finanční úřad pro Karlovarský kraj, Územní pracoviště v Chebu, Hálkova 32, 350 02 Cheb;"50°4'33.443"", 12°22'48.086""";
Karlovarský kraj;Cheb;WC (2E). Hotel Monika, Svobody 9, 350 02 Cheb;"50°4'36.632"", 12°22'20.798""";
Karlovarský kraj;Cheb;WC (1E). Hypermarket Kaufland, Pivovarská 2396/21, 350 02 Cheb;"50°4'40.659"", 12°22'49.092""";
Karlovarský kraj;Cheb;WC (1E). Městský úřad Cheb, 26. dubna 4, 350 02 Cheb;"50°4'37.814"", 12°22'10.869""";
Karlovarský kraj;Cheb;WC (2E). Obchodní centrum Dragoun, Dragounská 6/2529, 350 02 Cheb ;"50°3'58.889"", 12°22'5.725""";
Karlovarský kraj;Cheb;WC (1E). Radnice Města Cheb, nám. Krále Jiřího z Poděbrad 1/14, 350 20 Cheb;"50°4'44.559"", 12°22'15.956""";
Karlovarský kraj;Cheb;WC (3E). Železniční stanice Cheb, Žižkova 1301/4, 350 02 Cheb;"50°04'27.39"", 12°22'48.37""";
Karlovarský kraj;Chodov;WC (1E). Městský úřad Chodov, Komenského 1077, 357 33 Chodov;"50°14'19.52"", 12°44'57.414""";
Karlovarský kraj;Jenišov u Karlových Varů;WC (2E). Hypermarket Globus, Obchodní ul. 30, 362 11 Jenišov u Karlových Varů;"50°13'7.019"", 12°48'32.373""";
Karlovarský kraj;Karlovy Vary ;WC (1E). Alžbětiny Lázně, a.s., Smetanovy sady 1145/1, 360 01 Karlovy Vary;"50°13'48.946"", 12°52'19.333""";
Karlovarský kraj;Karlovy Vary;WC (2E). Hobby market OBI Karlovy Vary, Chebská 81 B, 360 06 Karlovy Vary ;"50°13'27.009"", 12°49'19.805""";
Karlovarský kraj;Karlovy Vary;WC (1E). Hypermarket Kaufland, Sokolovská 1019/148, 360 01 Karlovy Vary;"50°14'0.137"", 12°50'28.857""";
Karlovarský kraj;Karlovy Vary;WC (1E). I. poliklinika Karovy Vary s.r.o., náměstí Dr. Milady Horákové 1313/8, 360 01 Karlovy Vary;"50°13'45.183"", 12°51'51.459""";
Karlovarský kraj;Karlovy Vary;WC (1E). Letní kino, Slovenská 2003, 360 01 Karlovy Vary;"50°12'51.21"", 12°53'21.335""";
Karlovarský kraj;Karlovy Vary;WC (1E). Magistrát města Karlovy Vary, Moskevská 21, 361 20 Karlovy Vary;"50°13'40.964"", 12°51'57.319""";
Karlovarský kraj;Karlovy Vary;WC (1E). Národní dům Karlovy Vary, T. G. Masaryka 1088/24, 360 01 Karlovy Vary;"50°13'48.383"", 12°52'11.301""";
Karlovarský kraj;Karlovy Vary;WC (1E). Obchodní centrum Atrium, Karla IV 1, 360 01 Karlovy Vary;"50°13'40.304"", 12°52'46.718""";
Karlovarský kraj;Karlovy Vary;WC (2E). Obchodní centrum Varyáda, Kpt. Jaroše 31, 360 01 Karlovy Vary;"50°13'30.723"", 12°50'26.712""";
Karlovarský kraj;Karlovy Vary – Dvory;WC (1E). Úřad práce ČR Karlovy Vary, Svahová 24, 360 06 Karlovy Vary – Dvory;"50°13'40.979"", 12°52'7.723""";
Karlovarský kraj;Karlovy Vary – Dvory;WC (1E). Úřad práce ČR Karlovy Vary, Závodní 385/98, 360 06 Karlovy Vary – Dvory;"50°13'11.21"", 12°49'41.57""";
Karlovarský kraj;Karlovy Vary;WC (1E). Veřejné WC Toa Point U Alžbětinských Lázní, Bulharská, 360 01 Karlovy Vary;"50°13'51.640"", 12°52'19.589""";
Karlovarský kraj;Karlovy Vary;WC (1E). Veřejné WC Toa Point, U Goethovy stezky, 360 01 Karlovy Vary;"50°13'6.097"", 12°52'52.237""";
Karlovarský kraj;Karlovy Vary;WC (1E). Veřejné WC Toa Point, U Kouzelného Městečka, Slovenská, 360 01 Karlovy Vary;"50°12'46.007"", 12°53'17.728""";
Karlovarský kraj;Karlovy Vary;WC (2E). Volnočasový areál Rolava, Třeboňská, 360 05 Karlovy Vary;"50°14'19.000"", 12°50'52.000""";
Karlovarský kraj;Karlovy Vary;WC (3E). ZŠ a ZUŠ Karlovy Vary, Šmeralova 336/15, 360 05 Karlovy Vary;"50°13'57.753"", 12°51'34.444""";
Karlovarský kraj;Karlovy Vary;WC (2E). Železniční stanice Karlovy Vary dolní nádraží, Západní 2080/2a, 360 01 Karlovy Vary;"50°13'48.563"", 12°51'49.619""";
Karlovarský kraj;Karlovy Vary;WC (1E). Železniční stanice Karlovy Vary, Nákladní 83/31, 360 10 Karlovy Vary;"50°14'7.926"", 12°52'0.465""";
Karlovarský kraj;Klínovec - vrchol;WC (1E). Veřejné WC – vrchol Klínovce;"50°23'44.61"", 12°58'2.993""";
Karlovarský kraj;Kynšperk nad Ohří;WC (1E). Železniční stanice Kynšperk nad Ohří, Nádražní 47 - Dolní Pochlovice, 357 51 Kynšperk nad Ohří;"50°07'32.00"", 12°31'11.39""";
Karlovarský kraj;Lázně Kynžvart;WC (1E). Státní zámek Kynžvart, Zámek 347, 354 91 Lázně Kynžvart;"50°0'16.019"", 12°36'18.862""";
Karlovarský kraj;Mariánské Lázně;WC (1E). Hypermarket Kaufland, Chebská 713/16a, 353 01 Mariánské Lázně;"49°57'55.876"", 12°41'51.269""";
Karlovarský kraj;Mariánské Lázně;WC (1E). Veřejné WC Toa Point, U Ferdinandova pramene, 353 01 Mariánské Lázně;"49°57'41.403"", 12°42'25.690""";
Karlovarský kraj;Mariánské Lázně;WC (1E). Veřejné WC Toa Point, U Chebské křižovatky, Hl. třída 630/23a, 353 01 Mariánské Lázně;"49°57'50.980"", 12°42'5.209""";
Karlovarský kraj;Mariánské Lázně;WC (1E). Veřejné WC, Masarykova 626/1, 353 01 Mariánské Lázně;"49°58'23.102"", 12°42'12.369""";
Karlovarský kraj;Mariánské Lázně;WC (2E). Železniční stanice Mariánské Lázně, Nádražní náměstí 292/1, 353 01 Mariánské Lázně;"49°57'31.896"", 12°42'16.178""";
Karlovarský kraj;Nejdek;WC (1E). Veřejné WC, Poštovní 1376, 362 21 Nejdek;"50°19'26.656"", 12°43'50.284""";
Karlovarský kraj;Nejdek;WC (1E). Železniční stanice Nejdek, Nádražní 461, 362 21 Nejdek;"50°19'09.05"", 12°43'39.77""";
Karlovarský kraj;Ostrov;WC (1E). Cyklistické odpočívadlo, Krušnohorská 197, 363 01 Ostrov;"50°18'16.627"", 12°56'34.276""";
Karlovarský kraj;Ostrov;WC (2E). Městský úřad Ostrov, Jáchymovská 1, 363 01 Ostrov;"50°18'12.082"", 12°56'25.18""";
Karlovarský kraj;Ostrov;WC (1E). Mírové náměstí, ul. Masarykova vedle autobusové zastávky, 363 01 Ostrov;;
Karlovarský kraj;Ostrov nad Ohří;WC (1E). Železniční stanice Ostrov nad Ohří, Nádražní 256, 363 01 Ostrov nad Ohří *;"50°18'06.78"", 12°57'27.26""";
Karlovarský kraj;Skalná u Chebu;WC (1E). Veřejné WC Toa Point, 351 34 Skalná u Chebu;"50°10'16.794"", 12°21'40.761""";
Karlovarský kraj;Sokolov;WC (1E). ČSSZ - OSSZ Sokolov, Nádražní 11, 356 11 Sokolov;"50°11'8.544"", 12°38'53.847""";
Karlovarský kraj;Sokolov;WC (1E). Hypermarket Kaufland, Karla Havlíčka Borovského 2087, 356 01 Sokolov;"50°10'35.876"", 12°40'29.67""";
Karlovarský kraj;Sokolov;WC (1E). Městský dům kultury Sokolov, 5. května 655, 356 01 Sokolov;"50°10'52.331"", 12°38'42.367""";
Karlovarský kraj;Sokolov;Plošina + WC (3E). Úřad práce ČR Sokolov, Jednoty 654, 356 01 Sokolov;"50°10'52.384"", 12°38'45.906""";
Karlovarský kraj;Sokolov;WC (1E). Veřejné WC Toa Point, U Hornického domu, 5. května, 356 01 Sokolov;"50°10'51.581"", 12°38'44.573""";
Karlovarský kraj;Sokolov;WC (1E). Zimní stadion Sokolov (ochoz – vstup možný od zahrádek), Boženy Němcové 1780, 356 01 Sokolov;"50°10'16.633"", 12°39'26.269""";
Karlovarský kraj;Sokolov;WC (1E). Železniční stanice Sokolov, Nádražní 108, 356 01 Sokolov;"50°11'9.161"", 12°38'40.628""";
Ústecký kraj;Bohušovice nad Ohří;WC (1E). Železniční stanice Bohušovice nad Ohří, Nádražní 83, 411 56 Bohušovice nad Ohří;"50°29'29.40"", 14°08'58.65""";
Ústecký kraj;Děčín;WC (4E). Železniční stanice Děčín, hl. nádraží – výpravní budova, Čsl. mládeže 89/4, 405 02 Děčín;"50°46'25.69"", 14°12'03.85""";výpravní budova
Ústecký kraj;Chomutov;WC (1E). Autokemp Kamencové jezero, Budova - recepce, Tomáše ze Štítného 5971, 430 01 Chomutov;"50°28'15.287"", 13°25'39.861""";Budova - recepce
Ústecký kraj;Chomutov;WC (1E). Autokemp Kamencové jezero, Ubytovna - solárium, Tomáše ze Štítného 5971, 430 01 Chomutov;"50°28'15.287"", 13°25'39.861""";Ubytovna - solárium
Ústecký kraj;Chomutov;WC (1E). Hypermarket Globus, Černovická 5430, 430 03 Chomutov;"50°27'24.722"", 13°23'32.704""";
Ústecký kraj;Chomutov;WC (2E). Magistrát města Chomutova, Zborovská 4602, 430 28 Chomutov;"50°27'45.349"", 13°24'39.278""";
Ústecký kraj;Chomutov;WC (1E). Obchodní centrum Central Chomutov, Žižkovo nám. 5762, 430 01 Chomutov;"50°27'39.175"", 13°24'55.117""";
Ústecký kraj;Chomutov;WC (1E). Obchodní centrum Chomutovka, ul. Dr. Farského 4732, 430 02 Chomutov;"50°27'43.138"", 13°24'51.525""";
Ústecký kraj;Chomutov;WC (2E). Rocknet aréna - zimní stadion, Mostecká 5773, 430 01 Chomutov;"50°28'4.396"", 13°25'39.082""";
Ústecký kraj;Chomutov;WC (1E). Železniční stanice Chomutov, Nádražní 594, 430 01 Chomutov;"50°27'23.637"", 13°23'56.088""";
Ústecký kraj;Jirkov;Plošina + WC (3E). Městská knihovna Jirkov, Kludského vila, Vinařická 363, 431 11 Jirkov;"50°30'3.735"", 13°26'23.961""";
Ústecký kraj;Jirkov;WC (1E). Poliklinika Jirkov, Červenohrádecká 1559, 431 11 Jirkov;"50°30'7.265"", 13°26'44.090""";
Ústecký kraj;Jirkov;WC (1E). Zámek Červený Hrádek, Červený Hrádek 1, 431 11 Jirkov;"50°30'44.844"", 13°26'38.267""";
Ústecký kraj;Jiřetín pod Jedlovou;WC (1E). Železniční stanice Jedlová, Jedlová 17, 408 01 Jiřetín pod Jedlovou;"50°50'34.00"", 14°34'14.14""";
Ústecký kraj;Kadaň;WC (1E). Komunitní centrum Husova, Husova 1667, 432 01 Kadaň;"50°23'17.453"", 13°16'10.112""";
Ústecký kraj;Kadaň;WC (1E). Koupaliště Kadaň, Na Průtahu 1855, 432 01 Kadaň;"50°23'4.030"", 13°16'28.866""";
Ústecký kraj;Kadaň;WC (2E). Městský úřad Kadaň, Jana Roháče 1381, 432 01 Kadaň;"50°23'11.77"", 13°16'0.004""";
Ústecký kraj;Kadaň;WC (1E). Poliklinika Kadaň (součást Nemocnice Kadaň), Golovinova 1559, 432 01 Kadaň;"50°23'28.410"", 13°16'12.562""";
Ústecký kraj;Kadaň;WC (1E). Úřad práce ČR Kadaň, Jana Roháče 1381, 432 01 Kadaň;"50°23'11.776"", 13°16'0.003""";
Ústecký kraj;Kadaň;WC (2E). Železniční stanice Kadaň, Nové nádraží 1487, 432 01 Kadaň;"50°22'55.008"", 13°16'36.202""";
Ústecký kraj;Klášterec nad Ohří;WC (1E). Hypermarket Tesco, Chomutovská 210, 431 51 Klášterec nad Ohří;"50°23'11.789"", 13°10'34.364""";
Ústecký kraj;Klášterec nad Ohří;WC (1E). Železniční stanice Klášterec nad Ohří, Nádražní 44, 431 51 Klášterec nad Ohří;"50°23'6.393"", 13°11'46.054""";
Ústecký kraj;Litoměřice;WC (1E). Autobusové nádraží Litoměřice, Marie Pomocné, 412 01 Litoměřice;;
Ústecký kraj;Litoměřice;WC (2E). Hobby market OBI Litoměřice, Želetická 2227, 412 01 Litoměřice;"50°31'33.056"", 14°8'21.664""";
Ústecký kraj;Litoměřice;WC (1E). Městský úřad Litoměřice, Mírové náměstí 15/7, 412 01 Litoměřice;"50°32'0.740"", 14°7'53.191""";
Ústecký kraj;Litoměřice;WC (1E). Veřejné WC, Mírové náměstí, 412 01 Litoměřice;;
Ústecký kraj;Litoměřice;WC (1E). Železniční stanice Litoměřice h.n., Liberecká 736/1, 412 01 Litoměřice;"50°32'27.728"", 14°7'53.202""";
Ústecký kraj;Litoměřice;WC (1E). Železniční stanice Litoměřice město, Ostrovní 465/5  Předměstí, 412 01 Litoměřice;"50°31'57.85"", 14°08'20.25""";
Ústecký kraj;Litvínov ;WC (2E). Železniční stanice Litvínov, Nádražní 294, Horní Litvínov, 436 01 Litvínov ;"50°35'35.44"", 13°36'35.88""";
Ústecký kraj;Louny;WC (1E). Hypermarket Kaufland, Václava Majera 2898, 440 01 Louny;"50°21'11.593"", 13°48'57.237""";
Ústecký kraj;Louny;WC (1E). Kavárna a cukrárna na výstavišti (pavilon A), Masarykovy sady 1470, 440 01 Louny;"50°21'45.787"", 13°47'16.612""";
Ústecký kraj;Louny;WC (1E). Železniční stanice Louny, Husova 400, 440 01 Louny;"50°21'39.73"", 13°49'24.38""";
Ústecký kraj;Lovosice;WC (2E). Železniční stanice Lovosice – výpravní budova, Žižkova 922/28, 410 02 Lovosice;"50°30'36.176"", 14°3'35.206""";výpravní budova
Ústecký kraj;Most;WC (1E). Hobby market OBI Most, Chomutovská 1316, 434 01 Most;"50°30'56.934"", 13°38'34.678""";
Ústecký kraj;Most;WC (4E). Obchodní centrum Central Most, Radniční 3400, 434 01 Most;"50°30'4.506"", 13°38'23.872""";
Ústecký kraj;Most;WC (2E). Železniční stanice Most, Nádražní 774, 434 01 Most;"50°30'39.403"", 13°39'28.836""";
Ústecký kraj;Podbořany;WC (1E). Městský úřad Podbořany, Mírová 615, 441 01 Podbořany;"50°13'32.274"", 13°24'59.222""";
Ústecký kraj;Podbořany;WC (1E). Veřejné WC, 441 01 Podbořany;;
Ústecký kraj;Podbořany;WC (1E). Železniční stanice Podbořany, Nádražní 357, 441 01 Podbořany;"50°13'24.20"", 13°24'16.58""";
Ústecký kraj;Postoloprty;WC (1E). Železniční stanice Postoloprty, Žižkova 236, 439 42 Postoloprty;"50°21'37.249"", 13°41'30.865""";
Ústecký kraj;Roudnice nad Labem;WC (2E). Hypermarket Kaufland, Alej 17. listopadu 2720, 413 01 Roudnice nad Labem;"50°25'27.177"", 14°14'14.765""";
Ústecký kraj;Roudnice nad Labem;WC (1E). Podřipská nemocnice s poliklinikou, Alej 17. listopadu 1101, 413 01 Roudnice nad Labem;"50°25'22.911"", 14°14'59.042""";
Ústecký kraj;Roudnice nad Labem;WC (1E). Železniční stanice Roudnice nad Labem, Poděbradova 321, 413 01 Roudnice nad Labem;"50°25'34.74"", 14°15'52.55""";
Ústecký kraj;Rumburk;WC (2E). Železniční stanice Rumburk, Máchova 492/30, 408 01 Rumburk;"50°57'24.192"", 14°33'2.949""";
Ústecký kraj;Teplice;WC (4E). Galerie Teplice, nám. Svobody 3316, 415 01 Teplice;"50°38'22.346"", 13°49'26.523""";
Ústecký kraj;Teplice – Trnovany;WC (1E). Hobby market OBI Teplice – Trnovany, Seifertova 1965, 415 01 Teplice – Trnovany;"50°39'17.038"", 13°50'45.846""";
Ústecký kraj;Teplice;WC (6E). Střední škola stavební a strojní Teplice, Fráni Šrámka 1350/1, 415 01 Teplice;"50°38'56.317"", 13°50'47.538""";
